accsym,syn,sym,taxon
OCAL2,,OCAL2,Octoblepharum albidum
ODONT4,,ODONT4,Odontites
ODVES,ODSE,ODSE,Odontites serotinus
ODVE,,ODVE,Odontites vernus
ODVES,,ODVES,Odontites vernus ssp. serotinus
ODVES,ODVU,ODVU,Odontites vulgaris
ODONT7,,ODONT7,Odontoglossum
ODTR,,ODTR,Odontoglossum triumphans
ODONT5,,ODONT5,Odontonema
ODCA2,,ODCA2,Odontonema callistachyum
ODCU,,ODCU,Odontonema cuspidatum
ODNI,,ODNI,Odontonema nitidum
ODTU,ODST,ODST,Odontonema strictum
ODTU,,ODTU,Odontonema tubiforme
PAERC,ODCO,ODCO,Odontonychia corymbosa
PAERE,ODER,ODER,Odontonychia erecta
PARUI,ODIN,ODIN,Odontonychia interior
ODONT6,,ODONT6,Odontoschisma
ODDE3,,ODDE3,Odontoschisma denudatum
ODDED,,ODDED,Odontoschisma denudatum var. denudatum
ODDEL,,ODDEL,Odontoschisma denudatum var. laevissima
ODEL,,ODEL,Odontoschisma elongatum
ODGI,,ODGI,Odontoschisma gibbsiae
ODMA,,ODMA,Odontoschisma macounii
ODPR,,ODPR,Odontoschisma prostratum
ODSP,,ODSP,Odontoschisma sphagni
ODONT,,ODONT,Odontosoria
ODAC,,ODAC,Odontosoria aculeata
ODCH,,ODCH,Odontosoria chinensis
ODCL,,ODCL,Odontosoria clavata
ODSC,,ODSC,Odontosoria scandens
ODSC,ODUN,ODUN,Odontosoria uncinella
MABA3,ODBA,ODBA,Odontostephana baldwyniana
MACA9,ODCA,ODCA,Odontostephana carolinensis
MADE3,ODDE,ODDE,Odontostephana decipiens
MAFL3,ODFL2,ODFL2,Odontostephana flavidula
MAFL5,ODFL,ODFL,Odontostephana floridana
MAOB2,ODOB,ODOB,Odontostephana obliqua
MAOB2,ODSH,ODSH,Odontostephana shortii
ODONT2,,ODONT2,Odontostomum
ODHA,,ODHA,Odontostomum hartwegii
PSDE2,ODDE2,ODDE2,Odontotrichum decompositum
MAAQ2,ODAQ,ODAQ,Odostemon aquifolium
MADI11,ODDI,ODDI,Odostemon dictyota
MAPIP2,ODFA,ODFA,Odostemon fascicularis
MAFR3,ODFR,ODFR,Odostemon fremontii
MANE2,ODNE,ODNE,Odostemon nervosus
MANE3,ODNE2,ODNE2,Odostemon nevinii
MARE11,ODPU,ODPU,Odostemon pumilus
MARE11,ODRE,ODRE,Odostemon repens
BEWI,ODWI,ODWI,Odostemon wilcoxii
OECEO,,OECEO,Oeceoclades
OEMA2,,OEMA2,Oeceoclades maculata
EUPU20,OEPU3,OEPU3,Oeceoclades pulchra
FLTR,OETR3,OETR3,Oedera trinervia
OEDIP,,OEDIP,Oedipodium
OEGR7,,OEGR7,Oedipodium griffithianum
OEMLE,,OEMLE,Oemleria
OECE,,OECE,Oemleria cerasiformis
OENAN,,OENAN,Oenanthe
OEAQ,,OEAQ,Oenanthe aquatica
OEJA2,,OEJA2,Oenanthe javanica
OEJAJ,,OEJAJ,Oenanthe javanica ssp. javanica
OEJAS,,OEJAS,Oenanthe javanica ssp. stolonifera
OELA7,,OELA7,Oenanthe laciniata
OEPI,,OEPI,Oenanthe pimpinelloides
OESA,,OESA,Oenanthe sarmentosa
OEJAS,OEST5,OEST5,Oenanthe stolonifera
OENOT,,OENOT,Oenothera
CAPAP5,OEAB,OEAB,Oenothera abramsii
OEAC,,OEAC,Oenothera acutissima
OEAF,,OEAF,Oenothera affinis
OEAL,,OEAL,Oenothera albicaulis
OEVIV,OEAL3,OEAL3,Oenothera albinervis
CABOA,OEAL4,OEAL4,Oenothera alyssoides
CABOA,OEALV2,OEALV2,Oenothera alyssoides var. villosa
OEPU,OEAM,OEAM,Oenothera amplexicaulis
CAAN14,OEAN3,OEAN3,Oenothera andina
CAHI12,OEANH,OEANH,Oenothera andina var. hilgardii
OEOA,OEAN2,OEAN2,Oenothera angustissima
CAAR20,OEAR2,OEAR2,Oenothera arenaria
OEFRF,OEAR3,OEAR3,Oenothera arenicola
OEAR,,OEAR,Oenothera argillicola
OEAR,OEARP,OEARP,Oenothera argillicola var. pubescens
OEAR5,,OEAR5,Oenothera arida
OEAR4,,OEAR4,Oenothera arizonica
OENU2,OEAU,OEAU,Oenothera austromontana
OECAA2,OEAV,OEAV,Oenothera avita
OEAR4,OEAVA,OEAVA,Oenothera avita ssp. arizonica
OECAE2,OEAVE,OEAVE,Oenothera avita ssp. eurekensis
OEBI,,OEBI,Oenothera biennis
OENU2,OEBIA,OEBIA,Oenothera biennis ssp. austromontana
OEBI,OEBIC,OEBIC,Oenothera biennis ssp. caeciarum
OEBI,OEBIC3,OEBIC3,Oenothera biennis ssp. centralis
OENU2,OEBIA2,OEBIA2,Oenothera biennis var. austromontana
OEVIV,OEBIC2,OEBIC2,Oenothera biennis var. canescens
OEELH,OEBIH3,OEBIH3,Oenothera biennis var. hirsutissima
OEELH2,OEBIH2,OEBIH2,Oenothera biennis var. hookeri
OENU2,OEBIN,OEBIN,Oenothera biennis var. nutans
OEOA,OEBIO,OEBIO,Oenothera biennis var. oakesiana
OEBI,OEBIP,OEBIP,Oenothera biennis var. pycnocarpa
OEVIS,OEBIS,OEBIS,Oenothera biennis var. strigosa
OECO6,OEBI3,OEBI3,Oenothera bifrons
CABI12,OEBI4,OEBI4,Oenothera bistorta
CAPAH2,OEBIH,OEBIH,Oenothera bistorta var. hallii
CABI12,OEBIV,OEBIV,Oenothera bistorta var. veitchiana
CABOB,OEBO2,OEBO2,Oenothera boothii
CABOA,OEBOA,OEBOA,Oenothera boothii ssp. alyssoides
CABOC,OEBOC,OEBOC,Oenothera boothii ssp. condensata
CABOD,OEBOD,OEBOD,Oenothera boothii ssp. decorticans
CABOD2,OEBOD2,OEBOD2,Oenothera boothii ssp. desertorum
CABOI,OEBOI2,OEBOI2,Oenothera boothii ssp. intermedia
CABOD2,OEBOI,OEBOI,Oenothera boothii ssp. inyoensis
CABOD,OEBOR,OEBOR,Oenothera boothii ssp. rutila
CAPY5,OEBOP,OEBOP,Oenothera boothii var. pygmaea
OEBO,,OEBO,Oenothera boquillensis
OEBR,,OEBR,Oenothera brachycarpa
OEBR,OEBRW,OEBRW,Oenothera brachycarpa var. wrightii
CABR22,OEBR4,OEBR4,Oenothera breviflora
CABRB4,OEBR5,OEBR5,Oenothera brevipes
CABRA,OEBRA,OEBRA,Oenothera brevipes ssp. arizonica
CABRP,OEBRP,OEBRP,Oenothera brevipes ssp. pallidula
CABRP,OEBRP2,OEBRP2,Oenothera brevipes var. pallidula
OECA10,,OECA10,Oenothera caespitosa
OEBR,OECAA5,OECAA5,Oenothera caespitosa ssp. australis
OECAC2,,OECAC2,Oenothera caespitosa ssp. caespitosa
OECAC3,,OECAC3,Oenothera caespitosa ssp. crinita
OECAM3,OECAE4,OECAE4,Oenothera caespitosa ssp. eximia
OECAC3,OECAJ3,OECAJ3,Oenothera caespitosa ssp. jonesii
OECAM3,,OECAM3,Oenothera caespitosa ssp. macroglottis
OECAM4,,OECAM4,Oenothera caespitosa ssp. marginata
OECAC2,OECAM8,OECAM8,Oenothera caespitosa ssp. montana
OECAN,,OECAN,Oenothera caespitosa ssp. navajoensis
OECAC2,OECAP4,OECAP4,Oenothera caespitosa ssp. purpurea
OEBR,OECAA4,OECAA4,Oenothera caespitosa var. australis
OECAC3,OECAC4,OECAC4,Oenothera caespitosa var. crinita
OECAM3,OECAE3,OECAE3,Oenothera caespitosa var. eximia
OECAC3,OECAJ2,OECAJ2,Oenothera caespitosa var. jonesii
OECAM3,OECAL,OECAL,Oenothera caespitosa var. longiflora
OECAM3,OECAM5,OECAM5,Oenothera caespitosa var. macroglottis
OECAM4,OECAM7,OECAM7,Oenothera caespitosa var. marginata
OECAC2,OECAM6,OECAM6,Oenothera caespitosa var. montana
OECAN,OECAN2,OECAN2,Oenothera caespitosa var. navajoensis
OEPS2,OECAP3,OECAP3,Oenothera caespitosa var. psammophila
OECAC2,OECAP2,OECAP2,Oenothera caespitosa var. purpurea
OECA4,,OECA4,Oenothera calcicola
CACA32,OECA8,OECA8,Oenothera californica
OECA2,,OECA2,Oenothera californica
OEAR4,OECAA3,OECAA3,Oenothera californica ssp. arizonica
OECAA2,,OECAA2,Oenothera californica ssp. avita
OECAC,,OECAC,Oenothera californica ssp. californica
OECAE2,,OECAE2,Oenothera californica ssp. eurekensis
OECAC,OECAG,OECAG,Oenothera californica var. glabrata
CACAC8,OECA7,OECA7,Oenothera campestris
CACAC8,OECAP,OECAP,Oenothera campestris ssp. parishii
OECA3,,OECA3,Oenothera canescens
OEVIV,OECA6,OECA6,Oenothera canovirens
CACAC9,OECA9,OECA9,Oenothera cardiophylla
CACAR2,OECAR,OECAR,Oenothera cardiophylla ssp. robusta
CAAR20,OECAS,OECAS,Oenothera cardiophylla var. splendens
CACAC9,OECAT,OECAT,Oenothera cardiophylla var. typica
OECA5,,OECA5,Oenothera cavernae
OECA10,OECE2,OECE2,Oenothera cespitosa
OEBR,OECEA,OECEA,Oenothera cespitosa ssp. australis
OECAC2,OECEC2,OECEC2,Oenothera cespitosa ssp. cespitosa
OECAC3,OECEC,OECEC,Oenothera cespitosa ssp. crinita
OECAM3,OECEE,OECEE,Oenothera cespitosa ssp. eximia
OECAC3,OECEJ2,OECEJ2,Oenothera cespitosa ssp. jonesii
OECAM3,OECEM3,OECEM3,Oenothera cespitosa ssp. macroglottis
OECAM4,OECEM4,OECEM4,Oenothera cespitosa ssp. marginata
OECAC2,OECEM,OECEM,Oenothera cespitosa ssp. montana
OECAN,OECEN,OECEN,Oenothera cespitosa ssp. navajoensis
OECAC2,OECEP2,OECEP2,Oenothera cespitosa ssp. purpurea
OEBR,OECEA2,OECEA2,Oenothera cespitosa var. australis
OECAC3,OECEC3,OECEC3,Oenothera cespitosa var. crinita
OECAM3,OECEE2,OECEE2,Oenothera cespitosa var. eximia
OECAC3,OECEJ,OECEJ,Oenothera cespitosa var. jonesii
OECAM3,OECEL,OECEL,Oenothera cespitosa var. longiflora
OECAM3,OECEM6,OECEM6,Oenothera cespitosa var. macroglottis
OECAM4,OECEM2,OECEM2,Oenothera cespitosa var. marginata
OECAC2,OECEM5,OECEM5,Oenothera cespitosa var. montana
OECAN,OECEN2,OECEN2,Oenothera cespitosa var. navajoensis
OEPS2,OECEP,OECEP,Oenothera cespitosa var. psammophila
OECAC2,OECEP3,OECEP3,Oenothera cespitosa var. purpurea
CACH12,OECH4,OECH4,Oenothera chamaenerioides
CACHC,OECH5,OECH5,Oenothera cheiranthifolia
CACHS,OECHS2,OECHS2,Oenothera cheiranthifolia ssp. suffruticosa
CACHC,OECHN,OECHN,Oenothera cheiranthifolia var. nitida
OEVIS,OECH3,OECH3,Oenothera cheradophila
OECI,,OECI,Oenothera cinerea
OECIC,,OECIC,Oenothera cinerea ssp. cinerea
OECIP,,OECIP,Oenothera cinerea ssp. parksii
CACLC3,OECL2,OECL2,Oenothera claviformis
CACLA2,OECLA,OECLA,Oenothera claviformis ssp. aurantiaca
CACLC,OECLC,OECLC,Oenothera claviformis ssp. cruciformis
CACLF,OECLF,OECLF,Oenothera claviformis ssp. funerea
CACLI,OECLI,OECLI,Oenothera claviformis ssp. integrior
CACLL,OECLL,OECLL,Oenothera claviformis ssp. lancifolia
CACLP2,OECLP5,OECLP5,Oenothera claviformis ssp. peeblesii
CACLP3,OECLP2,OECLP2,Oenothera claviformis ssp. peirsonii
CACLR2,OECLR,OECLR,Oenothera claviformis ssp. rubescens
CACLY,OECLY,OECLY,Oenothera claviformis ssp. yumae
CACLA2,OECLA2,OECLA2,Oenothera claviformis var. aurantiaca
CACLC,OECLC3,OECLC3,Oenothera claviformis var. citrina
CACLC,OECLC2,OECLC2,Oenothera claviformis var. cruciformis
CACLP2,OECLP4,OECLP4,Oenothera claviformis var. peeblesii
CACLP3,OECLP3,OECLP3,Oenothera claviformis var. peirsonii
CACLI,OECLP,OECLP,Oenothera claviformis var. purpurascens
OECL3,,OECL3,Oenothera clelandii
OECO,,OECO,Oenothera coloradensis
OECOC,,OECOC,Oenothera coloradensis ssp. coloradensis
OECON2,,OECON2,Oenothera coloradensis ssp. neomexicana
CACO32,OECO4,OECO4,Oenothera confertiflora
CACO34,OECO5,OECO5,Oenothera contorta
CAST20,OECOE,OECOE,Oenothera contorta var. epilobioides
CAPU16,OECOF2,OECOF2,Oenothera contorta var. flexuosa
CAHI12,OECOH,OECOH,Oenothera contorta var. hilgardii
CAPU15,OECOP,OECOP,Oenothera contorta var. pubens
CAST20,OECOS,OECOS,Oenothera contorta var. strigulosa
OECO6,,OECO6,Oenothera cordata
OECO2,,OECO2,Oenothera coronopifolia
OECO3,,OECO3,Oenothera coryi
CACO34,OECR2,OECR2,Oenothera cruciata
OEPA5,OECR3,OECR3,Oenothera cruciata
OEPA5,OECRS2,OECRS2,Oenothera cruciata var. sabulonensis
OEOA,OECRS,OECRS,Oenothera cruciata var. stenopetala
CACLC,OECR,OECR,Oenothera cruciformis
OEAL,OECT,OECT,Oenothera ctenophylla
OECU2,,OECU2,Oenothera curtiflora
OECU,,OECU,Oenothera curtissii
OEPA5,OECY,OECY,Oenothera cymatilis
CABOD,OEDE5,OEDE5,Oenothera decorticans
CABOC,OEDEC6,OEDEC6,Oenothera decorticans var. condensata
CABOD2,OEDED2,OEDED2,Oenothera decorticans var. desertorum
CABOD,OEDER,OEDER,Oenothera decorticans var. rutila
OESP2,OEDE4,OEDE4,Oenothera delessertiana
OEDE2,,OEDE2,Oenothera deltoides
OEDEA,,OEDEA,Oenothera deltoides ssp. ambigua
OEDEC2,,OEDEC2,Oenothera deltoides ssp. cognata
OEDED4,,OEDED4,Oenothera deltoides ssp. deltoides
OECAE2,OEDEE,OEDEE,Oenothera deltoides ssp. eurekensis
OEDEH,,OEDEH,Oenothera deltoides ssp. howellii
OEDEP,,OEDEP,Oenothera deltoides ssp. piperi
OEAR4,OEDEA2,OEDEA2,Oenothera deltoides var. arizonica
OEDED4,OEDEC3,OEDEC3,Oenothera deltoides var. cineracea
OEDEC2,OEDEC4,OEDEC4,Oenothera deltoides var. cognata
OEDEA,OEDED3,OEDED3,Oenothera deltoides var. decumbens
OEDEH,OEDEH2,OEDEH2,Oenothera deltoides var. howellii
OEDEP,OEDEP3,OEDEP3,Oenothera deltoides var. piperi
OEDED4,OEDET,OEDET,Oenothera deltoides var. typica
OEDE,,OEDE,Oenothera demareei
EPDE4,OEDE6,OEDE6,Oenothera densiflora
CACO34,OEDE8,OEDE8,Oenothera dentata
CACAC8,OEDEC5,OEDEC5,Oenothera dentata var. campestris
CAKEG,OEDEG,OEDEG,Oenothera dentata var. gilmanii
CACAC8,OEDEJ,OEDEJ,Oenothera dentata var. johnstonii
CACAC8,OEDEP2,OEDEP2,Oenothera dentata var. parishii
OEVIV,OEDE7,OEDE7,Oenothera depressa
OEVIS,OEDES,OEDES,Oenothera depressa ssp. strigosa
OEDR,,OEDR,Oenothera drummondii
CAEA,OEEA,OEEA,Oenothera eastwoodiae
OEEL,,OEEL,Oenothera elata
OEELH,,OEELH,Oenothera elata ssp. hirsutissima
OEELH2,,OEELH2,Oenothera elata ssp. hookeri
OEELH,OEELT,OEELT,Oenothera elata ssp. texensis
OEELH,OEELH3,OEELH3,Oenothera elata var. hirsutissima
OEEN,,OEEN,Oenothera engelmannii
OEGL,OEER2,OEER2,Oenothera erythrosepala
CAEX10,OEEX,OEEX,Oenothera exilis
OEFA,,OEFA,Oenothera falfurriae
CAHAF,OEFE,OEFE,Oenothera fendleri
CAHAF2,OEFI,OEFI,Oenothera filifolia
OEFI2,,OEFI2,Oenothera filiformis
OEFI3,,OEFI3,Oenothera filipes
OEFL,,OEFL,Oenothera flava
OEFLF,,OEFLF,Oenothera flava ssp. flava
OEFLT,,OEFLT,Oenothera flava ssp. taraxacoides
OEAC,OEFLA,OEFLA,Oenothera flava var. acutissima
OEMAF,OEFR2,OEFR2,Oenothera fremontii
OEFR,,OEFR,Oenothera fruticosa
OEFRF,,OEFRF,Oenothera fruticosa ssp. fruticosa
OEFRT,OEFRG,OEFRG,Oenothera fruticosa ssp. glauca
OEFRT,,OEFRT,Oenothera fruticosa ssp. tetragona
OEFRF,OEFRE,OEFRE,Oenothera fruticosa var. eamesii
OEFRT,OEFRG3,OEFRG3,Oenothera fruticosa var. glauca
OEFRF,OEFRG2,OEFRG2,Oenothera fruticosa var. goodmanii
OEFRF,OEFRH,OEFRH,Oenothera fruticosa var. humifusa
OEFRF,OEFRL,OEFRL,Oenothera fruticosa var. linearis
OEFRF,OEFRM,OEFRM,Oenothera fruticosa var. microcarpa
OEFRF,OEFRS,OEFRS,Oenothera fruticosa var. subglobosa
OEFRF,OEFRU,OEFRU,Oenothera fruticosa var. unguiculata
OEFRF,OEFRV,OEFRV,Oenothera fruticosa var. vera
OEGA,,OEGA,Oenothera gaura
EPPY4,OEGL2,OEGL2,Oenothera glabella
OEFRT,OEGL3,OEGL3,Oenothera glauca
OEGL,,OEGL,Oenothera glazioviana
CAGO,OEGO,OEGO,Oenothera gouldii
CAGR14,OEGR6,OEGR6,Oenothera graciliflora
OEGR4,,OEGR4,Oenothera grandiflora
OEGR2,,OEGR2,Oenothera grandis
CAHAP,OEGR5,OEGR5,Oenothera greggii
CAHAP,OEGRL2,OEGRL2,Oenothera greggii var. lampasana
CAHAM,OEGRP3,OEGRP3,Oenothera greggii var. pringlei
CAHAP,OEGRP2,OEGRP2,Oenothera greggii var. pubescens
CAGUC,OEGU2,OEGU2,Oenothera guadalupensis
CAGUC,OEGUC,OEGUC,Oenothera guadalupensis ssp. clementina
CAPAH2,OEHA4,OEHA4,Oenothera hallii
OETR2,OEHA5,OEHA5,Oenothera hamata
OEHA6,,OEHA6,Oenothera harringtonii
CAHAH,OEHA3,OEHA3,Oenothera hartwegii
CAHAF,OEHAF3,OEHAF3,Oenothera hartwegii var. fendleri
CAHAF2,OEHAF2,OEHAF2,Oenothera hartwegii var. filifolia
CATO12,OEHAT2,OEHAT2,Oenothera hartwegii var. toumeyi
CAHAH,OEHAT,OEHAT,Oenothera hartwegii var. typica
OEHA2,,OEHA2,Oenothera havardii
CASU18,OEHE,OEHE,Oenothera heterantha
CAHE12,OEHE4,OEHE4,Oenothera heterochroma
CAHE12,OEHEM,OEHEM,Oenothera heterochroma ssp. monoensis
CAME16,OEHEM2,OEHEM2,Oenothera heterochroma var. megalantha
CAHE12,OEHEM3,OEHEM3,Oenothera heterochroma var. monoensis
OEHE3,,OEHE3,Oenothera heterophylla
OEHEH,,OEHEH,Oenothera heterophylla ssp. heterophylla
OEHEO,,OEHEO,Oenothera heterophylla ssp. orientalis
OERH,OEHER,OEHER,Oenothera heterophylla var. rhombipetala
OEHE5,,OEHE5,Oenothera hexandra
OEHEG2,,OEHEG2,Oenothera hexandra ssp. gracilis
OEHEH2,,OEHEH2,Oenothera hexandra ssp. hexandra
CAHI12,OEHI,OEHI,Oenothera hilgardii
CAHI13,OEHI2,OEHI2,Oenothera hirtella
OEELH2,OEHO,OEHO,Oenothera hookeri
OEELH,OEHOA3,OEHOA3,Oenothera hookeri ssp. angustifolia
OEELH,OEHOG,OEHOG,Oenothera hookeri ssp. grisea
OEELH,OEHOH5,OEHOH5,Oenothera hookeri ssp. hewettii
OEELH,OEHOH4,OEHOH4,Oenothera hookeri ssp. hirsutissima
OEELH2,OEHOM,OEHOM,Oenothera hookeri ssp. montereyensis
OEELH,OEHOO,OEHOO,Oenothera hookeri ssp. ornata
OEELH,OEHOV,OEHOV,Oenothera hookeri ssp. venusta
OEWO,OEHOW,OEHOW,Oenothera hookeri ssp. wolfii
OEELH,OEHOA2,OEHOA2,Oenothera hookeri var. angustifolia
OEELH,OEHOH2,OEHOH2,Oenothera hookeri var. hewettii
OEELH,OEHOH3,OEHOH3,Oenothera hookeri var. hirsutissima
OEELH,OEHOO2,OEHOO2,Oenothera hookeri var. ornata
OEHO2,,OEHO2,Oenothera howardii
OEHU,,OEHU,Oenothera humifusa
CAIG2,OEIG,OEIG,Oenothera ignota
OEJA,,OEJA,Oenothera jamesii
CAKEK,OEKE2,OEKE2,Oenothera kernensis
CAKEG,OEKEG,OEKEG,Oenothera kernensis ssp. gilmanii
CAKEG,OEKEM,OEKEM,Oenothera kernensis ssp. mojavensis
OEDED4,OEKL,OEKL,Oenothera kleinii
OEKU,,OEKU,Oenothera kunthiana
OELA,,OELA,Oenothera laciniata
OEPU,OELAP,OELAP,Oenothera laciniata ssp. pubescens
OEGR2,OELAG2,OELAG2,Oenothera laciniata var. grandiflora
OEPU,OELAP2,OELAP2,Oenothera laciniata var. pubescens
OEGL,OELA6,OELA6,Oenothera lamarckiana
OELA2,,OELA2,Oenothera latifolia
CALA38,OELA5,OELA5,Oenothera lavandulifolia
CALA38,OELAG3,OELAG3,Oenothera lavandulifolia var. glandulosa
CALA38,OELAT,OELAT,Oenothera lavandulifolia var. typica
CACA32,OELE2,OELE2,Oenothera leptocarpa
OELI2,,OELI2,Oenothera lindheimeri
OELI,,OELI,Oenothera linifolia
OELI,OELIG,OELIG,Oenothera linifolia var. glandulosa
OEFRF,OELO2,OELO2,Oenothera longipedicellata
OELO,,OELO,Oenothera longissima
OELO,OELOC,OELOC,Oenothera longissima ssp. clutei
OELO,OELOT,OELOT,Oenothera longissima ssp. typica
OELO,OELOC2,OELOC2,Oenothera longissima var. clutei
OEMA,,OEMA,Oenothera macrocarpa
OEMAF,,OEMAF,Oenothera macrocarpa ssp. fremontii
OEMAI2,,OEMAI2,Oenothera macrocarpa ssp. incana
OEMAM,,OEMAM,Oenothera macrocarpa ssp. macrocarpa
OEMAO2,,OEMAO2,Oenothera macrocarpa ssp. oklahomensis
OEMAI2,OEMAI,OEMAI,Oenothera macrocarpa var. incana
OEMAO2,OEMAO,OEMAO,Oenothera macrocarpa var. oklahomensis
OEOR,OEMA3,OEMA3,Oenothera macrosiphon
OEMC,,OEMC,Oenothera mckelveyae
CAME16,OEME2,OEME2,Oenothera megalantha
OEME,,OEME,Oenothera mexicana
CAMI22,OEMI4,OEMI4,Oenothera micrantha
CAPAP5,OEMIE,OEMIE,Oenothera micrantha var. exfoliata
CAIG2,OEMII3,OEMII3,Oenothera micrantha var. ignota
CAHI13,OEMIJ,OEMIJ,Oenothera micrantha var. jonesii
CAMI23,OEMI6,OEMI6,Oenothera minor
CAMI23,OEMIC,OEMIC,Oenothera minor var. cusickii
OEMAM,OEMI5,OEMI5,Oenothera missouriensis
OEMAI2,OEMII2,OEMII2,Oenothera missouriensis var. incana
OEMAO2,OEMIO2,OEMIO2,Oenothera missouriensis var. oklahomensis
OEMO,,OEMO,Oenothera mollissima
CAMU13,OEMU4,OEMU4,Oenothera multijuga
CAWAW2,OEMUO,OEMUO,Oenothera multijuga var. orientalis
CAMU13,OEMUP2,OEMUP2,Oenothera multijuga var. parviflora
CAMU13,OEMUT,OEMUT,Oenothera multijuga var. typica
CAMU14,OEMU3,OEMU3,Oenothera munzii
OEMU5,,OEMU5,Oenothera murdockii
OEBI,OEMU2,OEMU2,Oenothera muricata
OESUN,OENE4,OENE4,Oenothera nealleyi
OENE,,OENE,Oenothera neomexicana
CANE11,OENE2,OENE2,Oenothera nevadensis
OENU2,,OENU2,Oenothera nutans
OENU,,OENU,Oenothera nuttallii
OEOA,,OEOA,Oenothera oakesiana
OEOR,,OEOR,Oenothera organensis
OEELH,OEOR2,OEOR2,Oenothera ornata
CAOV4,OEOV2,OEOV2,Oenothera ovata
OEPA,,OEPA,Oenothera pallida
OEPAG,,OEPAG,Oenothera pallida ssp. gypsophila
OELA2,OEPAL,OEPAL,Oenothera pallida ssp. latifolia
OEPAP,,OEPAP,Oenothera pallida ssp. pallida
OEPAR,,OEPAR,Oenothera pallida ssp. runcinata
OEPAT,,OEPAT,Oenothera pallida ssp. trichocalyx
OEPAP,OEPAI,OEPAI,Oenothera pallida var. idahoensis
OEPAR,OEPAR2,OEPAR2,Oenothera pallida var. runcinata
OEPAT,OEPAT3,OEPAT3,Oenothera pallida var. trichocalyx
OEPAP,OEPAT2,OEPAT2,Oenothera pallida var. typica
CABRP,OEPA8,OEPA8,Oenothera pallidula
CAPA37,OEPA7,OEPA7,Oenothera palmeri
CAPA38,OEPA9,OEPA9,Oenothera parryi
OEPA5,,OEPA5,Oenothera parviflora
OEOA,OEPAA,OEPAA,Oenothera parviflora ssp. angustissima
OEOA,OEPAA2,OEPAA2,Oenothera parviflora var. angustissima
OEOA,OEPAO,OEPAO,Oenothera parviflora var. oakesiana
CAPA39,OEPA6,OEPA6,Oenothera parvula
OEPA2,,OEPA2,Oenothera patriciae
OEPE,,OEPE,Oenothera perennis
OEPE,OEPER,OEPER,Oenothera perennis var. rectipilis
OEPE,OEPET,OEPET,Oenothera perennis var. typica
OEPI2,,OEPI2,Oenothera pilosella
OEPIP,,OEPIP,Oenothera pilosella ssp. pilosella
OEPIS,,OEPIS,Oenothera pilosella ssp. sessilis
OEPL,,OEPL,Oenothera platanorum
OEPR,,OEPR,Oenothera primiveris
OEPRB,,OEPRB,Oenothera primiveris ssp. bufonis
OEPRP,OEPRC,OEPRC,Oenothera primiveris ssp. caulescens
OEPRP,,OEPRP,Oenothera primiveris ssp. primiveris
OEPRB,OEPRB2,OEPRB2,Oenothera primiveris var. bufonis
OEPRP,OEPRC2,OEPRC2,Oenothera primiveris var. caulescens
CAHAM,OEPR4,OEPR4,Oenothera pringlei
OEVIS,OEPR3,OEPR3,Oenothera procera
OEPS2,,OEPS2,Oenothera psammophila
CAPT,OEPT2,OEPT2,Oenothera pterosperma
CAPU15,OEPU2,OEPU2,Oenothera pubens
OEPU,,OEPU,Oenothera pubescens
OEBI,OEPY2,OEPY2,Oenothera pycnocarpa
CAPY5,OEPY,OEPY,Oenothera pygmaea
CARE2,OERE2,OERE2,Oenothera refracta
OECL3,OERH2,OERH2,Oenothera rhombipetala
OERH,,OERH,Oenothera rhombipetala
OEFRT,OERI,OERI,Oenothera riparia
OERO,,OERO,Oenothera rosea
OEPA5,OERU2,OERU2,Oenothera rubricapitata
OEPAR,OERU3,OERU3,Oenothera runcinata
OEPAR,OERUB,OERUB,Oenothera runcinata var. brevifolia
OEPAG,OERUG,OERUG,Oenothera runcinata var. gypsophila
OEPAR,OERUL,OERUL,Oenothera runcinata var. leucotricha
OEPAR,OERUT,OERUT,Oenothera runcinata var. typica
OEVIS,OERY,OERY,Oenothera rydbergii
CASCS3,OESC2,OESC2,Oenothera scapoidea
CASCB2,OESCB,OESCB,Oenothera scapoidea ssp. brachycarpa
CASCM,OESCM,OESCM,Oenothera scapoidea ssp. macrocarpa
CASCU,OESCU,OESCU,Oenothera scapoidea ssp. utahensis
CAEA,OESCE,OESCE,Oenothera scapoidea var. eastwoodiae
CACLI,OESCP,OESCP,Oenothera scapoidea var. purpurascens
CASCS3,OESCS,OESCS,Oenothera scapoidea var. seorsa
CAWAT,OESCT,OESCT,Oenothera scapoidea var. tortilis
CASE12,OESE3,OESE3,Oenothera serrulata
CABEB2,OESED,OESED,Oenothera serrulata ssp. drummondii
CABEP2,OESEP,OESEP,Oenothera serrulata ssp. pinifolia
CASE12,OESET,OESET,Oenothera serrulata var. typica
OEPIS,OESE2,OESE2,Oenothera sessilis
OEELH,OESI2,OESI2,Oenothera simsiana
OESI,,OESI,Oenothera simulans
OESI3,,OESI3,Oenothera sinuosa
OESP,,OESP,Oenothera spachiana
OESP2,,OESP2,Oenothera speciosa
OESP2,OESPC,OESPC,Oenothera speciosa var. childsii
CASPS3,OESP3,OESP3,Oenothera specuicola
CASPH,OESPH,OESPH,Oenothera specuicola ssp. hesperia
OEST,,OEST,Oenothera stricta
OEST,OESTS,OESTS,Oenothera stricta ssp. stricta
OEVIS,OEST3,OEST3,Oenothera strigosa
