"Scientific.Name","AGCP","AW","CB","EMP","GP","HI","MW","NCNE","WMVC","AK","other"
"Amsonia tabernaemontana",0.75,NA,NA,0.5,0.75,NA,0.75,0.75,NA,NA,NA
"Amyris elemifera",0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Anacardium occidentale",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Anaphalis margaritacea",0,0.25,NA,0,0.25,NA,0.25,0.25,0.25,0,NA
"Andira inermis",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Andromeda polifolia",NA,1,NA,1,1,NA,1,1,1,0.75,NA
"Andropogon arctatus",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andropogon bicornis",0.5,NA,0.5,NA,NA,0.5,NA,NA,NA,NA,NA
"Andropogon brachystachyus",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andropogon capillipes",0.5,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"Andropogon floridanus",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andropogon gerardii",0.5,0.25,NA,0.5,0.25,NA,0.5,0.25,0.25,NA,NA
"Andropogon glaucopsis",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Andropogon glomeratus",0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,NA,NA
"Andropogon gracilis",0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Andropogon gyrans",0.25,NA,NA,0.25,0.25,NA,0.25,NA,NA,NA,NA
"Andropogon hirsutior",0.75,NA,NA,0.75,0.75,NA,NA,0.75,NA,NA,NA
"Andropogon leucostachyus",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Andropogon longiberbis",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andropogon mohrii",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Andropogon ternarius",0.25,NA,NA,0.25,0.25,NA,0.25,NA,NA,NA,NA
"Andropogon virginicus",0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,NA,NA
"Androsace chamaejasme",NA,0.25,NA,NA,0.25,NA,NA,NA,0.25,0.25,NA
"Androsace filiformis",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Androsace occidentalis",0.25,0.25,NA,0.25,0.25,NA,0.25,0,0.25,NA,NA
"Androsace septentrionalis",NA,0.25,NA,NA,0.25,NA,NA,0.5,0.25,0,NA
"Anemone canadensis",0.5,0.5,NA,0.75,0.75,NA,0.75,0.75,0.5,NA,NA
"Anemone hupehensis",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Anemone narcissiflora",NA,0.5,NA,NA,0.5,NA,NA,NA,0.5,0.25,NA
"Anemone oregana",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Anemone parviflora",NA,0.75,NA,NA,0.25,NA,NA,NA,0.75,0.25,NA
"Anemone piperi",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Anemone quinquefolia",0.25,NA,NA,0.25,0.5,NA,0.5,0.25,NA,NA,NA
"Anemone richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"Anemone virginiana",0.25,NA,NA,0.25,0.25,NA,0.25,0.25,0.25,NA,NA
"Anemopsis californica",NA,1,NA,NA,0.75,NA,NA,NA,1,NA,NA
"Angadenia berteroi",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angelica ampla",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Angelica arguta",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Angelica atropurpurea",1,NA,NA,1,NA,NA,1,1,NA,NA,NA
"Angelica dawsonii",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Angelica genuflexa",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,0.75,NA
"Angelica kingii",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Angelica lucida",NA,0.5,NA,0.5,NA,NA,NA,0.5,0.5,0.25,NA
"Angelica pinnata",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Angiopteris evecta",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Aniba bracteata",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Aniseia martinicensis",0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Annona glabra",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"Annona muricata",NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
"Anoda cristata",0.5,0.5,0,0,0.5,NA,0.5,0.5,0.5,NA,NA
"Anoectochilus sandvicensis",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Antennaria alpina",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,0.25,NA
"Antennaria arcuata",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Antennaria corymbosa",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Antennaria media",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Antennaria neglecta",0,0.25,NA,0,0.25,NA,0,0,0.25,NA,NA
"Antennaria pulchella",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Antennaria pulcherrima",NA,0.25,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
"Antennaria umbrinella",NA,0.25,NA,NA,0.25,NA,NA,NA,0.25,NA,NA
"Anthemis cotula",0.25,0.25,NA,0.25,0.25,0,0.25,0.25,0.25,0.25,NA
"Anthenantia rufa",0.75,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA
"Anthoxanthum arcticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA
"Anthoxanthum hirtum",0.75,0.75,NA,0.75,0.75,NA,0.75,0.75,0.75,0.75,NA
"Anthoxanthum odoratum",0.25,0.5,NA,0.25,0.5,0,0.25,0.25,0.25,0.25,NA
"Anthurium dominicense",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Anticlea elegans",NA,0.25,NA,0.5,0.75,NA,0.5,0.75,0.25,0.25,NA
"Anticlea occidentalis",NA,0.75,NA,NA,0.75,NA,NA,NA,0.5,NA,NA
"Anticlea vaginata",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Anticlea virescens",NA,0.25,NA,NA,0.5,NA,NA,NA,0.5,NA,NA
"Antidesma platyphyllum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Antigonon leptopus",0.5,0.5,0,0.25,0.5,0.25,NA,NA,NA,NA,NA
"Antirhea obtusifolia",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Aphragmus eschscholtzianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA
"Apiastrum angustifolium",NA,0,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Apios americana",0.75,NA,NA,0.75,0.5,NA,0.75,0.75,0.75,NA,NA
"Apios priceana",0.25,NA,NA,0.25,NA,NA,0.25,NA,NA,NA,NA
"Aplectrum hyemale",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,0.5,NA,NA
"Apocynum androsaemifolium",0,0,NA,0.25,0,NA,0,0,0.25,0,NA
"Apocynum cannabinum",0.25,0.5,NA,0.25,0.5,NA,0.5,0.5,0.5,NA,NA
"Aponogeton distachyos",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Apteria aphylla",0.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Aquilegia caerulea",NA,0.25,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Aquilegia canadensis",0.25,NA,NA,0.5,0.5,NA,0.25,0.25,0.5,NA,NA
"Aquilegia chrysantha",NA,0.5,NA,NA,0.75,NA,NA,NA,0.5,NA,NA
"Aquilegia eximia",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Aquilegia formosa",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,0.25,NA
"Aquilegia longissima",NA,0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA
"Arabidopsis lyrata",0.25,0.25,NA,0.25,NA,NA,0.25,0.25,0.25,0.25,NA
"Arabis alpina",0.5,NA,NA,0.5,NA,NA,0.5,0.5,0.5,NA,NA
"Arabis crucisetosa",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Arabis eschscholtziana",NA,0.25,NA,NA,0.25,NA,0.25,0.25,0.25,0.25,NA
"Arabis pycnocarpa",0.25,0.25,NA,0.25,0.25,NA,0.25,0.25,0.25,0.25,NA
"Arachniodes insularis",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Aralia californica",NA,0.75,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Aralia nudicaulis",0.25,0.25,NA,0.25,0.25,NA,0.25,0.25,0.25,NA,NA
"Aralia racemosa",0.25,0.5,NA,0.25,0.25,NA,0.25,0.25,0.5,NA,NA
"Aralia spinosa",0.5,NA,NA,0.5,0.25,NA,0.75,0.5,NA,NA,NA
"Arctagrostis latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA
"Arctanthemum arcticum",NA,NA,NA,NA,NA,NA,NA,1,NA,0.75,NA
"Arctium minus",0,0.25,NA,0.25,0.25,NA,0.25,0.25,0,NA,NA
"Arctophila fulva",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Arctostaphylos uva-ursi",0,0.25,NA,0,0,NA,0,0,0.25,0,NA
"Arctous alpinus",NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.25,NA
"Arctous ruber",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
"Ardisia crenata",0.5,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Ardisia elliptica",0.5,NA,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Ardisia glauciflora",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ardisia luquillensis",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Areca catechu",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Arenaria lanuginosa",0.5,0.25,NA,0.5,0.25,NA,NA,NA,0.25,NA,NA
"Arenaria paludicola",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Arenaria serpyllifolia",0,0.25,NA,0.5,0.25,0,0.5,0.5,0.25,NA,NA
"Arethusa bulbosa",1,NA,NA,1,1,NA,1,1,NA,NA,NA
"Argusia gnaphalodes",0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Argyroxiphium caliginis",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Argyroxiphium grayanum",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Argyroxiphium kauense",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Arida arizonica",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Arida carnosa",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Arisaema dracontium",0.75,NA,NA,0.75,0.75,NA,0.75,0.75,NA,NA,NA
"Arisaema triphyllum",0.75,NA,NA,0.75,0.5,NA,0.75,0.5,NA,NA,NA
"Aristea gerrardii",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Aristida beyrichiana",0.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"Aristida dichotoma",0.25,0.25,NA,0,0.25,NA,0.25,0.25,0,NA,NA
"Aristida longespica",0.25,NA,NA,0,0.25,NA,0.25,0.25,NA,NA,NA
"Aristida palustris",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aristida patula",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aristida purpurascens",0,NA,NA,0.5,0,NA,0.25,0,NA,NA,NA
"Aristida rhizomophora",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aristida simpliciflora",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aristida spiciformis",0.5,NA,0.25,0.5,0.5,NA,NA,NA,NA,NA,NA
"Aristida stricta",0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Aristolochia elegans",0,NA,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Aristolochia trilobata",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Arivela viscosa",0,NA,0.25,0,NA,NA,NA,0.25,NA,NA,NA
"Armeria maritima",NA,0.25,NA,0.25,NA,NA,NA,0.25,0.5,0.25,NA
"Arnica acaulis",0,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"Arnica chamissonis",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,0.75,NA
"Arnica fulgens",NA,0.25,NA,NA,0,NA,NA,NA,0,NA,NA
"Arnica lanceolata",NA,0.75,NA,NA,0.5,NA,NA,0.5,0.75,0.5,NA
"Arnica latifolia",NA,0.5,NA,NA,0.5,NA,NA,NA,0.5,0.5,NA
"Arnica longifolia",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Arnica mollis",NA,0.5,NA,NA,0.5,NA,NA,0.5,0.5,0.75,NA
"Arnica ovata",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,0.75,NA
"Arnoglossum diversifolium",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnoglossum ovatum",0.75,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA
"Arnoglossum plantagineum",0.25,NA,NA,0.75,0.5,NA,0.5,0.5,NA,NA,NA
"Arnoglossum sulcatum",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aronia arbutifolia",0.75,NA,NA,0.75,0.75,NA,0.75,0.75,NA,NA,NA
"Aronia melanocarpa",0.5,NA,NA,0.5,1,NA,0.75,0.5,0.75,NA,NA
"Aronia prunifolia",0.75,NA,NA,0.75,NA,NA,0.75,0.75,NA,NA,NA
"Arrhenatherum elatius",0.25,0,NA,0.25,0.25,0,0.25,0.25,0,0,NA
"Artemisia annua",0.25,0,NA,0.25,0.25,NA,0.25,0.25,0,NA,NA
"Artemisia biennis",0.25,0.75,NA,0.25,0.25,NA,0.75,0.75,0.75,0.5,NA
"Artemisia campestris",0,0,NA,0,0,NA,0,0,0.25,0,NA
"Artemisia cana",NA,0.25,NA,NA,0.25,NA,0.25,NA,0.25,0.25,NA
"Artemisia douglasiana",NA,0.5,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Artemisia dracunculus",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Artemisia ludoviciana",0,0.25,NA,0,0,NA,0,0,0.25,0.25,NA
"Artemisia norvegica",NA,0.25,NA,NA,0.75,NA,NA,NA,0.25,0.25,NA
"Artemisia papposa",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Artemisia potentilloides",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Artemisia stelleriana",0.25,NA,NA,0.25,NA,0,0.25,0.25,0.25,0,NA
"Artemisia suksdorfii",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Artemisia tilesii",NA,0.25,NA,NA,0.25,NA,NA,NA,0.25,0.25,NA
"Artemisia vulgaris",0,0,NA,0,0,0.25,0,0,0,0,NA
"Arthraxon hispidus",0.5,NA,NA,0.5,0.25,0.25,0.75,0.75,0.5,NA,NA
"Arthrocnemum subterminale",NA,0.75,NA,NA,NA,NA,NA,NA,1,NA,NA
"Arthrostemma ciliatum",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Arthrostylidium multispicatum",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Arthrostylidium sarmentosum",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Aruncus dioicus",0.25,0.25,NA,0.25,NA,NA,0.25,0.25,0.25,0,NA
"Arundina graminifolia",NA,NA,0.25,NA,NA,0.25,NA,NA,NA,NA,NA
"Arundinaria gigantea",0.75,NA,NA,0.75,0.75,NA,0.75,NA,NA,NA,NA
"Arundinaria tecta",0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA,NA
"Arundo donax",0.5,0.75,0.5,0.25,0.5,0.5,0.75,NA,0.75,NA,NA
"Asarum canadense",0,NA,NA,0.25,0.25,NA,0.25,0,NA,NA,NA
"Asarum caudatum",NA,0.5,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Asarum lemmonii",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Asclepias connivens",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asclepias curassavica",0.5,0.5,0.25,0.5,0.5,0,NA,NA,NA,NA,NA
"Asclepias exaltata",0,NA,NA,0.25,0.5,NA,0,0,NA,NA,NA
"Asclepias fascicularis",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Asclepias incarnata",1,1,NA,1,0.75,NA,1,1,1,NA,NA
"Asclepias lanceolata",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"Asclepias longifolia",0.5,NA,NA,0.5,0.5,NA,0,0,NA,NA,NA
"Asclepias meadii",NA,NA,NA,0.25,NA,NA,NA,0.25,NA,NA,NA
"Asclepias michauxii",0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Asclepias oenotheroides",0.25,0.25,NA,NA,0.25,NA,NA,NA,0.25,NA,NA
"Asclepias pedicellata",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asclepias perennis",1,NA,NA,1,1,NA,1,1,NA,NA,NA
"Asclepias prostrata",NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Asclepias pumila",NA,0,NA,NA,0,NA,0.25,NA,0,NA,NA
"Asclepias purpurascens",0.25,NA,NA,0.25,0.25,NA,0.25,0.25,NA,NA,NA
"Asclepias rubra",1,NA,NA,1,1,NA,NA,1,NA,NA,NA
"Asclepias speciosa",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,0.5,NA,NA
"Asclepias subverticillata",0.25,0.25,NA,NA,0.25,NA,0.25,NA,0,NA,NA
"Asclepias sullivantii",NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Asclepias syriaca",0,0.25,NA,0.25,0,NA,0.25,0,0.25,NA,NA
"Asclepias texana",NA,0.25,NA,NA,0.25,NA,NA,NA,NA,NA,NA
"Asclepias variegata",0.25,NA,NA,0.25,0.25,NA,0.25,0.25,NA,NA,NA
"Asclepias verticillata",0.25,0.25,NA,0.25,0.25,NA,0.25,0,0.25,NA,NA
"Asclepias viridula",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Asimina parviflora",0.25,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA
"Asimina pygmea",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asimina reticulata",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asimina triloba",0.5,NA,NA,0.5,0.25,NA,0.5,0.5,NA,NA,NA
"Asparagus officinalis",0.25,0.25,NA,0.25,0.25,NA,0.25,0.25,0.25,NA,NA
"Asperugo procumbens",0,0,NA,0,0,NA,0,0.25,0,0,NA
"Asplenium X flagrum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium X kokeense",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium X sphenocookii",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium X waikomoi",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium abscissum",0.75,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA
"Asplenium acuminatum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium adiantum-nigrum",NA,0.25,NA,NA,0.25,0.25,NA,NA,0.25,NA,NA
"Asplenium aethiopicum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium auriculatum",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium contiguum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium cristatum",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium dentatum",0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium excisum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium formosum",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium heterochroum",0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium hobdyi",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium horridum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium insiticium",NA,NA,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium juglandifolium",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium laetum",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium lobulatum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium macraei",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium normale",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium obtusifolium",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium ocoense",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium platyneuron",0.25,0.25,NA,0.25,0.25,NA,0.25,0.25,0.25,NA,NA
"Asplenium polyodon",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium pteropus",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium pumilum",0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Asplenium schizophyllum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium scolopendrium",NA,NA,NA,0.25,NA,NA,NA,0,NA,NA,NA
"Asplenium sphenotomum",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium trichomanes",0.5,0.5,NA,0.5,0.5,0,0,0,0.5,0.5,NA
"Asplenium unilaterale",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Asplenium uniseriale",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Astelia menziesiana",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Astelia waialealae",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Astilbe biternata",NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"Astragalus agrestis",NA,0.5,NA,NA,0.25,NA,0.75,0.75,0.75,NA,NA
"Astragalus alpinus",NA,0.5,NA,NA,0.5,NA,NA,0.5,0.25,0.5,NA
"Astragalus americanus",NA,0.5,NA,NA,0.5,NA,NA,NA,0.5,0.5,NA
"Astragalus argophyllus",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Astragalus bodinii",NA,0.75,NA,NA,0.5,NA,NA,NA,0.75,0.5,NA
"Astragalus canadensis",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,0.75,NA,NA
"Astragalus clevelandii",NA,0.5,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Astragalus diaphanus",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Astragalus diphysus",0,0,NA,NA,0,NA,NA,NA,0.25,NA,NA
"Astragalus diversifolius",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus eucosmus",NA,0.25,NA,NA,0.25,NA,NA,0.25,0.25,0,NA
"Astragalus hornii",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Astragalus lemmonii",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Astragalus lentiginosus",NA,0,NA,NA,0.25,NA,NA,NA,0,NA,NA
"Astragalus leptaleus",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA
"Astragalus limnocharis",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Astragalus neglectus",NA,NA,NA,0.25,0,NA,0.25,0.25,NA,NA,NA
"Astragalus nutzotinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"Astragalus phoenix",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus polaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"Astragalus pycnostachyus",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Astragalus robbinsii",NA,0.5,NA,NA,0.5,NA,NA,0,0.5,0.5,NA
"Astragalus tener",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Asystasia gangetica",0,NA,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Athyrium americanum",NA,0.5,NA,NA,0.5,NA,NA,NA,0.5,0.5,NA
"Athyrium angustum",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,0.5,NA,NA
"Athyrium asplenioides",0.5,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Athyrium cyclosorum",NA,0.5,NA,NA,0.5,NA,NA,NA,0.5,0.5,NA
"Athyrium microphyllum",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Atriplex alaskensis",NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.75,NA
"Atriplex amnicola",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex argentea",NA,0.5,NA,0.5,0.5,NA,0.5,0.5,0.5,NA,NA
"Atriplex bonnevillensis",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Atriplex cordulata",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Atriplex coronata",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Atriplex coulteri",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex depressa",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Atriplex dioica",0.5,0.5,NA,0.5,0.5,NA,0.25,0.5,0,NA,NA
"Atriplex fruticulosa",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Atriplex glabriuscula",0.25,NA,NA,0.25,0.25,NA,0.25,0.25,NA,NA,NA
"Atriplex gmelinii",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,0.75,NA
"Atriplex griffithsii",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex hillmanii",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Atriplex hortensis",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,0.5,0.25,NA
"Atriplex lentiformis",NA,0.25,NA,NA,NA,0.5,NA,NA,0.5,NA,NA
"Atriplex leucophylla",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Atriplex minuscula",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Atriplex mucronata",0.5,0.25,0.25,0.5,0.5,NA,NA,0.5,NA,NA,NA
"Atriplex pacifica",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex parishii",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex parryi",NA,0.5,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Atriplex patula",0.75,0.75,NA,0.75,0.75,NA,0.75,0.75,0.75,0.75,NA
"Atriplex persistens",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
