Site_Type	Project_ID	Observation_ID	Observer_Code	Observation_Serial	Observation_Description	Observation_Label	Observation_Type	Latitude	Longitude	Error	Date	Prefix	Year	Mon	Day	Nation	State	County	Island	FIPS	Elevation	Community_Name	Community_Description	Structure	Landscape	HillslopePosition	Position	Aspect	Slope	PlotBearing	Map Unit	Soil Series	Soil Taxon	Drainage Class	Restriction_Depth	WT_Depth	MinWT_Depth	Soil_Notes	Litter_Cover	Snag_Count	Snag_Diam	Plot_Area_m	BA_Count	BA_Factor	Cowardin	HGM	f1	f2	f3	s1	s2	s3	t1	t2	t3	t4	Tree_Cover	Subcanopy_Cover	TallShrub_Cover	Shrub_Cover	Herb_Cover	Moss_Cover	Aggregated_Overstory	Aggregated_Subcanopy	Aggregated_TallShrub	Aggregated_Shrub	Aggregated_Understory	Estimated_Understory	DWD_Hits1	DWD_Hits2	DWD_Hits3	DWD_Hits4	DWD_Hits5	Transect_Length	Log_Cover	Rock_Cover	Lichen_Cover	Water_Cover	MaxWater_Cover	DBH_lower	DBH_upper	Canopy_lower	Canopy_upper	User_Pedon_ID	User_Plot_ID	SoilTexture	TPI	Upper	Middle	Lower	Coastal	Floodplain	Inland	Hydric	Nonhydric	Aquatic	Wet	Moist	Dry	Mucky	Rocky	Sandy	Loamy	Calcareous	Euic	Dysic	Salty	Fresh	Natural	Seminatural	Cultural	MLRA	Cold	Cool	Mild	Warm	Hot	Humid	Subhumid	Arid	Microthermal	Mesothermal	Megathermal
loamy inland		59	GRR.GJS	0		Pocahontas County, West Virginia 1301m #59	General	38.5864748369	-79.7555224234	10	0		0000	00	00	USA	West Virginia	Pocahontas County		54075	1301							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		6	GRR.GJS	0		Keweenaw County, Michigan 222m #6	General	48.0979964341	-88.6413959795	10	0		0000	00	00	USA	Michigan	Keweenaw County	Isle Royale	26083	222							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		60	GRR.GJS	0		Transylvania County, North Carolina 911m #60	General	35.1478681482	-82.7060699337	10	0		0000	00	00	USA	North Carolina	Transylvania County			911							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		61	GRR.GJS	0		Greenville County, South Carolina 498m #61	General	35.0871918925	-82.6596704441	10	0		0000	00	00	USA	South Carolina	Greenville County			498							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		62	GRR.GJS	0		Pickens County, South Carolina 311m #62	General	35.0336540199	-82.6329015078	10	0		0000	00	00	USA	South Carolina	Pickens County		45077	311							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		63	GRR.GJS	0		Anderson County, South Carolina 304m #63	General	34.7731030397	-82.4829954644	10	0		0000	00	00	USA	South Carolina	Anderson County		45007	304							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		64	GRR.GJS	0		McDowell County, North Carolina 389m #64	General	35.6921698533	-82.0404157174	10	0		0000	00	00	USA	North Carolina	McDowell County			389							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		65	GRR.GJS	0		York County, South Carolina 180m #65	General	35.0311555858	-81.058947539	10	0		0000	00	00	USA	South Carolina	York County			180							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		66	GRR.GJS	0		Liberty County, Florida 85m #66	General	30.5482193247	-84.9250918155	10	0		0000	00	00	USA	Florida	Liberty County			85							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		67	GRR.GJS	0		Gulf County, Florida 3m #67	General	29.7041055329	-85.2908001004	10	0		0000	00	00	USA	Florida	Gulf County		12045	3							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		68	GRR.GJS	0		Davidson County, Tennessee 166m #68	General	36.1393578231	-86.7297791437	10	0		0000	00	00	USA	Tennessee	Davidson County		47037	166							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		69	GRR.GJS	0		Pearl River County, Mississippi 68m #69	General	30.7724835245	-89.5970296557	10	0		0000	00	00	USA	Mississippi	Pearl River County		28109	68							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		7	GRR.GJS	0		San Francisco County, California 40m #7	General	37.7651077009	-122.500769173	10	0		0000	00	00	USA	California	San Francisco County			40							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		70	GRR.GJS	0		Boulder County, Colorado 1613m #70	General	40.0043956503	-105.2400822	10	0		0000	00	00	USA	Colorado	Boulder County			1613							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		71	GRR.GJS	0		Boulder County, Colorado 2007m #71	General	40.0115340333	-105.354296329	10	0		0000	00	00	USA	Colorado	Boulder County			2007							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		72	GRR.GJS	0		Boulder County, Colorado 2621m #72	General	40.0151032248	-105.464941265	10	0		0000	00	00	USA	Colorado	Boulder County		08013	2621							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		73	GRR.GJS	0		Boulder County, Colorado 3179m #73	General	40.0186724163	-105.582724585	10	0		0000	00	00	USA	Colorado	Boulder County			3179							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		74	GRR.GJS	0		Boulder County, Colorado 3668m #74	General	40.0129623404	-105.682342529	10	0		0000	00	00	USA	Colorado	Boulder County		08013	3668							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		75	GRR.GJS	0		Cochise County, Arizona 2917m #75	General	31.8548368838	-109.280692523	10	0		0000	00	00	USA	Arizona	Cochise County			2917							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		76	GRR.GJS	0		Cochise County, Arizona 2229m #76	General	31.8548368838	-109.314956762	10	0		0000	00	00	USA	Arizona	Cochise County			2229							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		77	GRR.GJS	0		Cochise County, Arizona 1818m #77	General	31.8643547278	-109.373967395	10	0		0000	00	00	USA	Arizona	Cochise County			1818							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		78	GRR.GJS	0		Cochise County, Arizona 1530m #78	General	31.8586440214	-109.471049404	10	0		0000	00	00	USA	Arizona	Cochise County			1530							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		79	GRR.GJS	0		Cochise County, Arizona 1265m #79	General	31.7082620858	-109.722320486	10	0		0000	00	00	USA	Arizona	Cochise County			1265							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		8	GRR.GJS	0		Tulare County, California 2597m #8	General	36.5250912554	-118.40746172	10	0		0000	00	00	USA	California	Tulare County		06107	2597							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		80	GRR.GJS	0		Yuma County, Arizona 139m #80	General	32.832319465	-113.483772444	10	0		0000	00	00	USA	Arizona	Yuma County		04027	139							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		81	GRR.GJS	0		Coconino County, Arizona 2776m #81	General	36.3277476825	-112.061806547	10	0		0000	00	00	USA	Arizona	Coconino County			2776							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		82	GRR.GJS	0		Coconino County, Arizona 881m #82	General	36.0893256897	-111.857886739	10	0		0000	00	00	USA	Arizona	Coconino County			881							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		83	GRR.GJS	0		Coconino County, Arizona 1685m #83	General	36.1154997608	-111.881681349	10	0		0000	00	00	USA	Arizona	Coconino County			1685							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		84	GRR.GJS	0		Coconino County, Arizona 1563m #84	General	36.1309662573	-111.903096498	10	0		0000	00	00	USA	Arizona	Coconino County			1563							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		85	GRR.GJS	0		Coconino County, Arizona 2525m #85	General	36.1773657469	-111.943547335	10	0		0000	00	00	USA	Arizona	Coconino County			2525							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		86	GRR.GJS	0		Grays Harbor County, Washington 55m #86	General	47.2502073664	-124.199516453	10	0		0000	00	00	USA	Washington	Grays Harbor County			55							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		87	GRR.GJS	0		Grays Harbor County, Washington 61m #87	General	47.41962499	-123.934920389	10	0		0000	00	00	USA	Washington	Grays Harbor County		53027	61							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		88	GRR.GJS	0		Jefferson County, Washington 114m #88	General	47.5433569623	-123.735045665	10	0		0000	00	00	USA	Washington	Jefferson County		53031	114							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		89	GRR.GJS	0		Jefferson County, Washington 1283m #89	General	47.6461496778	-123.584663729	10	0		0000	00	00	USA	Washington	Jefferson County			1283							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		9	GRR.GJS	0		Inyo County, California -83m #9	General	36.4946341545	-116.916015562	10	0		0000	00	00	USA	California	Inyo County			-83							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		90	GRR.GJS	0		Jefferson County, Washington 2322m #90	General	47.800338751	-123.706492133	10	0		0000	00	00	USA	Washington	Jefferson County		53031	2322							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		91	GRR.GJS	0		Clallam County, Washington 44m #91	General	48.1051001166	-123.149222365	10	0		0000	00	00	USA	Washington	Clallam County		53009	44							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		92	GRR.GJS	0		Multnomah County, Oregon 48m #92	General	45.5424206133	-122.635258788	10	0		0000	00	00	USA	Oregon	Multnomah County		41051	48							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		93	GRR.GJS	0		Tillamook County, Oregon 3m #93	General	45.4460524426	-123.820230369	10	0		0000	00	00	USA	Oregon	Tillamook County		41057	3							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		94	GRR.GJS	0		Pierce County, Washington 4302m #94	General	46.8538605467	-121.760330976	10	0		0000	00	00	USA	Washington	Pierce County		53053	4302							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		95	GRR.GJS	0		Greene County, Tennessee 416m #95	General	36.0865377546	-82.8146536624	10	0		0000	00	00	USA	Tennessee	Greene County		47059	416							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		96	GRR.GJS	0		Saginaw County, Michigan 181m #96	General	43.4521592981	-83.9425181792	10	0		0000	00	00	USA	Michigan	Saginaw County		26145	180							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		97	GRR.GJS	0		Cherry County, Nebraska 999m #97	General	42.511875624	-101.143165898	10	0		0000	00	00	USA	Nebraska	Cherry County		31031	999							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		98	GRR.GJS	0		Lake of the Woods County, Minnesota 364m #98	General	48.65326448	-94.8381890979	10	0		0000	00	00	USA	Minnesota	Lake of the Woods County		27077	364							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
loamy inland		99	GRR.GJS	0		Hamilton County, Ohio 149m #99	General	39.1475678607	-84.8193630007	10	0		0000	00	00	USA	Indiana	Hamilton County		18057	143							0	0						500.0	500.0											0.1	0.5	0.5	2	5	5	10	20	35	50																																No	No	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No	No	No	No		No	No	No	No	No	No	No	No	No	No	No
149A moist loamy inland		BEL.JH.2023.1	BEL.JH	1		2023NJ005201	Medium Intensity Plot: Strata	39.926034	-74.839782	10	0		2023	08	10	USA	New Jersey	Burlington County		34005	17.4	Carya ovata-Quercus palustris		forest					0		Colemantown loam, 0 to 2 percent slopes, occasionally flooded	Colemantown	Fine, glauconitic, mesic Typic Albaquults	poorly	500.0	500.0	500.0							10			0.1	0.25	0.5	1	2	5	8	12	25	35	80	15		10	30		79.136	15.52		9.496	28.227																		2023NJ005201			No	No	Yes	No	No	Yes	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	No	Yes	No	149A	No	No	No	Yes	No	Yes	No	No	Yes	No	No
98A1 wet moist loamy inland floodplain		GRR.2011.GJS.1	GRR.GJS	1		Ionia County RCA Site	Low Intensity Plot: Cover	42.9524166666667	-85.1594722222222	10	20110620	GRR	2011	06	20	USA	Michigan	Ionia County		26067	194.5462	Fraxinus pennsylvanica-Ulmus americana-Acer saccharinum-Carya cordiformis/Laportea canadensis	DBH 34-84 cm; Canopy 25-36 m. Updated overstory values from 61.472 to 90;	forest		FS	terrace tread flat	331	2		Abscota sandy loam	Ceresco (tax)	Coarse-loamy, mixed, mesic Oxyaquic Dystrudepts	somewhat poorly	500.0	100.0		"Matt Bromley: coarse-loamy, mixed, Oxyaquic Dystrudept
Qualified as fluventic or fluvaquentic if not for oxyaquic subgroup."				100			Intermittently Flooded/Ponded	Riverine	0.1	0.5	0.5	2	5	5	10	20	35	50	90						90				74.717																	C1103F02-1	C1103F02			No	No	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	Yes	No	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
96B wet loamy inland		GRR.2011.GJS.10	GRR.GJS	10		Newaygo County	Low Intensity Plot: Cover	43.6245833333333	-85.9463611111167	10	20110630	GRR	2011	06	30	USA	Michigan	Newaygo County		26123	240.5274	Populus tremuloides/Ilex verticillata-Cornus racemosa/Amphicarpaea bracteata	11-43.0 cm DBH; 12-25 m tall	forest		BS	50	165	1		Kingsville mucky sand	Kingsville	Mixed, mesic Mollic Psammaquents	poorly	500.0	030.0		C1107W06-1				100	7	10			0.1	0.5	0.5	2	5	5	10	20	35	50							64.386				86.411																	C1107W06-1	C1107W06			No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes	Yes	No	No	96B	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 dry loamy inland		GRR.2011.GJS.11	GRR.GJS	11		Barry County -Tenkink woods	Community	42.483888889	-85.235833333	10	20110714	GRR	2011	07	14	USA	Michigan	Barry County		26015	287.6197	Carya glabra/Fraxinus americana		woodland		SH	50	349	10		Tekenink fine sandy loam, 6 to 12 percent slopes	NA	NA	Well drained	500.0	500.0						400					0.1	0.5	0.5	2	5	5	10	20	35	50																																No	Yes	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 wet loamy inland		GRR.2011.GJS.12	GRR.GJS	12		Barry County - Houghton swamp	Low Intensity Plot: Cover	42.486944444	-85.238611111	10	20110714	GRR	2011	07	14	USA	Michigan	Barry County		26015	278.9711	Leersia oryzoides-Typha latifolia-Phalaris arundinacea-Symplocarpus foetidus	DBH 11.3 cm; Canopy 8 m.	savanna	plains	FS	base slope depression	254	1		Houghton muck, 0 to 1 percent slopes	Palms	Loamy, mixed, euic, mesic Haplosaprists	very poorly	500.0	010.0		C1106W10-1				100	1	10	Saturated	Depression	0.1	0.5	0.5	2	5	5	10	20	35	50																												C1106W10-1	C1106W10			No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	Yes	No	Yes	No	No	Yes	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
97A wet sandy inland		GRR.2011.GJS.13	GRR.GJS	13		Allegan County RCA Site: Newton	Low Intensity Plot: Cover	42.67005555	-85.87130555	10	20110715	GRR	2011	07	15	USA	Michigan	Allegan County		26005	211.6135	Salix interior/Juncus acuminatus-Juncus effusus-Typha		grassland		BS	50	118	2		Newton mucky fine sand	Kingsville	Mixed, mesic Mollic Psammaquents	poorly	500.0	054.0						100					0.1	0.5	0.5	2	5	5	10	20	35	50							0.897				31.909																	C1103W02-1	C1103W02			No	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	97A	No	No	Yes	No	No	Yes	No	No	Yes	No	No
98A1 moist sandy rocky inland		GRR.2011.GJS.3	GRR.GJS	3		Ionia County Shallow Sandy Site 1	Low Intensity Plot: Cover	42.976749	-84.995823	10	20110606	GRR	2011	06	06	USA	Michigan	Ionia County		26067	198.2227	Quercus velutina/Gaylussacia baccata/Pteridium aquilinum	Updated overstory values from 55.55 to 90;	forest	plains	BS	crest summit	35	0		Shallow sandy land	Pipestone	Sandy, mixed, mesic Typic Endoaquods	somewhat poorly	200.0	050.0		Sandstone bedrock > 150 cm, not reached with shorter auger, but possibly < 200 cm.				100			Seasonally Saturated	Flats	0.1	0.5	0.5	2	5	5	10	20	35	50	90						89.998				47.034																	2011MI067200	2011MI067200			No	No	Yes	No	No	Yes	No	Yes	No	No	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	Yes	No	No	98A1	No	No	Yes	No	No	Yes	No	No	Yes	No	No
