"ac.binomial","Northwest","Southwest","NorthCentral","Southcentral","Northeast","Southeast","Alaska","Hawaii","Caribbean","CanadaWest","CanadaEast","Arctic","Mexico"
"Acmispon oroboides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acmispon parviflorus",1,1,0,0,0,0,0,0,0,1,0,0,0
"Acmispon plebeius",0,1,0,1,0,0,0,0,0,0,0,0,1
"Acmispon procumbens",0,1,0,0,0,0,0,0,0,0,0,0,0
"Acmispon prostratus",0,1,0,0,0,0,0,0,0,0,0,0,1
"Acmispon rigidus",0,1,0,0,0,0,0,0,0,0,0,0,1
"Acmispon rubriflorus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Acmispon strigosus",0,1,0,0,0,0,0,0,0,0,0,0,1
"Acmispon utahensis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Acmispon watsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acmispon wrangelianus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrightii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Acnistus arborescens",0,0,0,0,0,0,0,0,1,0,0,0,1
"Acoelorraphe wrightii",0,0,0,0,0,1,0,0,0,0,0,0,1
"Aconitum columbianum",1,1,1,0,1,0,0,0,0,1,0,0,1
"Aconitum delphiniifolium",0,0,0,0,0,0,1,0,0,1,0,1,0
"Aconitum infectum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Aconitum maximum",0,0,0,0,0,0,1,0,0,0,0,0,0
"Aconitum reclinatum",0,0,0,0,1,1,0,0,0,0,0,0,0
"Aconitum uncinatum",0,0,1,0,1,1,0,0,0,0,0,0,0
"Acorus americanus",1,0,1,0,1,0,1,0,0,1,1,1,0
"Acourtia bravohollisiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia butandae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia caltepecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia carpholepis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia carranzae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia ciprianoi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia cordata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia coulteri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia cuernavacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia dieringeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia discolor",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia dissiticeps",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia dugesii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia durangensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia elizabethiae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia erioloma",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia fragrans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia fruticosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia gentryi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia glandulifera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia glomeriflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia gracilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia grandifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia hidalgoana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia hooveri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia huajuapana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia humboldtii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia intermedia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia joaquinensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia lepidopoda",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia lobulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia longifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia lozanoi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia macrocephala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia macvaughii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia mexiae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia michoacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia microcephala",0,1,0,0,0,0,0,0,0,0,0,0,1
"Acourtia moctezumae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia moschata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia nana",0,1,0,1,0,0,0,0,0,0,0,0,1
"Acourtia nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia nudicaulis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia nudiuscula",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia ovatifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia oxylepis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia parryi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia patens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia pilulosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia pinetorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia platyphylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia platyptera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia potosina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia pulchella",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia reticulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia runcinata",0,0,0,1,0,0,0,0,0,0,0,0,1
"Acourtia rzedowskii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia scapiformis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia scaposa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia simulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia sinaloana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia tenoriensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia thurberi",0,1,0,0,0,0,0,0,0,0,0,0,0
"Acourtia tomentosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia turbinata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia umbratalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia venturae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia wislizeni",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acourtia wrightii",0,1,0,1,0,0,0,0,0,0,0,0,1
"Acourtia zacatecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acroceras zizanioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Acrocomia aculeata",0,0,0,0,0,0,0,0,1,0,0,0,1
"Acrostichum aureum",0,0,0,0,0,1,0,0,1,0,0,0,1
"Acrostichum danaeifolium",0,0,0,0,0,1,0,0,1,0,0,0,1
"Actaea arizonica",0,1,0,0,0,0,0,0,0,0,0,0,0
"Actaea elata",1,0,0,0,0,0,0,0,0,1,0,0,0
"Actaea laciniata",1,0,0,0,0,0,0,0,0,0,0,0,0
"Actaea pachypoda",0,0,1,1,1,1,0,0,0,0,1,0,0
"Actaea podocarpa",0,0,0,0,1,1,0,0,0,0,0,0,0
"Actaea racemosa",0,0,1,1,1,1,0,0,0,0,1,0,0
"Actaea rubifolia",0,0,0,0,1,1,0,0,0,0,0,0,0
"Actaea rubra",1,1,1,1,1,0,1,0,0,1,1,1,0
"Actinocheita filicina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinostachys pennula",0,0,0,0,0,1,0,0,1,0,0,0,1
"Adelia barbinervis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelia brandegeei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelia cinerea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelia oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelia obovata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelia ricinella",0,0,0,0,0,0,0,0,1,0,0,0,0
"Adelia triloba",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelia vaseyi",0,0,0,1,0,0,0,0,0,0,0,0,1
"Adelinia grandis",1,1,0,0,0,0,0,0,0,1,0,0,0
"Adelobotrys adscendens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adelphia hiraea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenaria floribunda",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenocalymma inundatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenocalymma sousae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenocaulon bicolor",1,1,1,0,1,0,0,0,0,1,1,0,0
"Adenocaulon lyratum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophorus abietinus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus epigaeus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus haalilioanus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus hymenophylloides",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus oahuensis",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus periens",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus pinnatifidus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus tamariscinus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus tenellus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophorus tripinnatifidus",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenophyllum anomalum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum aurantium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum cancellatum",0,0,0,1,0,0,0,0,0,0,0,0,1
"Adenophyllum cooperi",0,1,0,0,0,0,0,0,0,0,0,0,0
"Adenophyllum glandulosum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum porophylloides",0,1,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum porophyllum",0,1,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum pulcherrimum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum speciosum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum squamosum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum wrightii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Adenophyllum yecoranum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenopodia gymnantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenopodia oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenopodia patens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenostemma hirtiflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adenostemma lavenia",0,0,0,0,0,0,0,1,0,0,0,0,0
"Adenostemma verbesina",0,0,0,0,0,0,0,0,1,0,0,0,0
"Adenostoma fasciculatum",0,1,0,0,0,0,0,0,0,0,0,0,1
"Adenostoma sparsifolium",0,1,0,0,0,0,0,0,0,0,0,0,1
"Adenothamnus validus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantopsis paupercula",0,0,0,0,0,0,0,0,1,0,0,0,0
"Adiantopsis seemannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum aleuticum",1,1,0,0,1,0,1,0,0,1,1,0,1
"Adiantum amblyopteridium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum amplum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum andicola",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum braunii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum capillus-veneris",0,1,1,1,1,1,0,1,1,1,0,0,1
"Adiantum caryotideum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum concinnum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum decoratum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum deflectens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum feei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum fragile",0,0,0,0,0,0,0,0,1,0,0,0,0
"Adiantum galeottianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum jordanii",1,1,0,0,0,0,0,0,0,0,0,0,1
"Adiantum latifolium",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum macrophyllum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum mcvaughii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum melanoleucum",0,0,0,0,0,1,0,0,1,0,0,0,0
"Adiantum oaxacanum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum obliquum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum patens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum pedatum",0,0,1,1,1,1,0,0,0,0,1,0,0
"Adiantum petiolatum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum philippense",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum poiretii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum pulverulentum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum pyramidale",0,0,0,0,0,0,0,0,1,0,0,0,0
"Adiantum seemannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum shastense",0,1,0,0,0,0,0,0,0,0,0,0,0
"Adiantum shepherdii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum tenerum",0,0,0,0,0,1,0,0,1,0,0,0,1
"Adiantum terminatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum tetraphyllum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adiantum trapeziforme",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum trichochlaenum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum tricholepis",0,0,0,1,0,0,0,0,0,0,0,0,1
"Adiantum villosum",0,0,0,0,0,1,0,0,1,0,0,0,1
"Adiantum viridimontanum",0,0,0,0,1,0,0,0,0,0,1,0,0
"Adiantum vivesii",0,0,0,0,0,0,0,0,1,0,0,0,0
"Adiantum wilesianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Adiantum wilsonii",0,0,0,0,0,0,0,0,1,0,0,0,1
"Adlumia fungosa",0,0,1,0,1,1,0,0,0,1,1,0,0
"Adolphia californica",0,1,0,0,0,0,0,0,0,0,0,0,1
"Adolphia infesta",0,1,0,1,0,0,0,0,0,0,0,0,1
"Adoxa moschatellina",1,1,1,0,1,0,1,0,0,1,1,1,0
"Aechmea aenigmatica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea angustifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea bracteata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea bromeliifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea lueddemanniana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea magdalenae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea matudae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea mcvaughii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea nudicaulis",0,0,0,0,0,0,0,0,1,0,0,0,1
"Aechmea tillandsioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aechmea tuitensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila costaricensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila deppeana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila elata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila falcata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila martinicensis",0,0,0,0,0,0,0,0,1,0,0,0,1
"Aegiphila monstrosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila panamensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila pauciflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila skutchii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila valerii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aegiphila wigandioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene americana",0,0,0,1,0,1,0,0,1,0,0,0,1
"Aeschynomene amorphoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene ciliata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene deamii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene gracilis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Aeschynomene histrix",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene indica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene langlassei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene lyonnetii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene nicaraguensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene nivea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene paniculata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene paucifoliolata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene petraea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene pinetorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene pratensis",0,0,0,0,0,1,0,0,0,0,0,0,0
"Aeschynomene rosei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene rudis",0,0,0,0,0,0,0,0,1,0,0,0,1
"Aeschynomene scabra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene sensitiva",0,0,0,0,0,0,0,0,1,0,0,0,1
"Aeschynomene simulans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene sousae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene unijuga",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene vigil",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aeschynomene villosa",0,1,0,0,0,0,0,0,1,0,0,0,1
"Aeschynomene virginica",0,0,0,0,1,1,0,0,0,0,0,0,1
"Aeschynomene viscidula",0,0,0,1,0,1,0,0,0,0,0,0,1
"Aesculus californica",1,1,0,0,0,0,0,0,0,0,0,0,0
"Aesculus flava",0,0,0,0,1,1,0,0,0,0,0,0,0
"Aesculus glabra",0,0,1,1,1,1,0,0,0,0,1,0,0
"Aesculus parryi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Aesculus parviflora",0,0,0,0,0,1,0,0,0,0,0,0,0
"Aesculus pavia",0,0,1,1,1,1,0,0,0,0,0,0,0
"Aesculus sylvatica",0,0,0,0,1,1,0,0,0,0,0,0,0
"Agalinis aphylla",0,0,0,1,0,1,0,0,0,0,0,0,0
"Agalinis aspera",0,0,1,1,1,1,0,0,0,1,0,0,0
"Agalinis auriculata",0,0,1,1,1,1,0,0,0,0,0,0,0
"Agalinis caddoensis",0,0,0,1,0,0,0,0,0,0,0,0,0
"Agalinis calycina",0,1,0,1,0,0,0,0,0,0,0,0,1
"Agalinis decemloba",0,0,0,0,1,1,0,0,0,0,0,0,0
"Agalinis densiflora",0,0,0,1,0,0,0,0,0,0,0,0,0
"Agalinis divaricata",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agalinis edwardsiana",0,0,0,1,0,0,0,0,0,0,0,0,0
"Agalinis fasciculata",0,0,1,1,1,1,0,0,1,0,0,0,0
"Agalinis filicaulis",0,0,0,1,0,1,0,0,0,0,0,0,0
"Agalinis filifolia",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agalinis flexicaulis",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agalinis gattingeri",0,0,1,1,1,1,0,0,0,1,1,0,0
"Agalinis georgiana",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agalinis gypsophila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agalinis harperi",0,0,0,1,0,1,0,0,0,0,0,0,1
"Agalinis heterophylla",0,0,1,1,0,1,0,0,0,0,0,0,1
"Agalinis homalantha",0,0,0,1,0,1,0,0,0,0,0,0,0
"Agalinis laxa",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agalinis linifolia",0,0,0,1,1,1,0,0,0,0,0,0,0
"Agalinis maritima",0,0,0,1,1,1,0,0,0,0,1,0,1
"Agalinis navasotensis",0,0,0,1,0,0,0,0,0,0,0,0,0
"Agalinis neoscotica",0,0,0,0,1,0,0,0,0,0,1,0,0
"Agalinis obtusifolia",0,0,0,1,1,1,0,0,0,0,0,0,0
"Agalinis oligophylla",0,0,0,1,0,1,0,0,0,0,0,0,0
"Agalinis peduncularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agalinis plukenetii",0,0,0,1,0,1,0,0,0,0,0,0,0
"Agalinis pulchella",0,0,0,1,0,1,0,0,0,0,0,0,0
"Agalinis purpurea",0,0,1,1,1,1,0,0,0,1,1,0,0
"Agalinis setacea",0,0,0,0,1,1,0,0,0,0,0,0,0
"Agalinis skinneriana",0,0,1,1,1,1,0,0,0,0,1,0,0
"Agalinis strictifolia",0,0,0,1,0,0,0,0,0,0,0,0,0
"Agalinis tenella",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agalinis tenuifolia",1,1,1,1,1,1,0,0,0,1,1,0,0
"Agalinis virgata",0,0,0,0,1,1,0,0,0,0,0,0,0
"Agalinis viridis",0,0,1,1,0,1,0,0,0,0,0,0,0
"Agarista mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agarista populifolia",0,0,0,0,0,1,0,0,0,0,0,0,1
"Agarista sleumeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agarista villarrealana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agastache aurantiaca",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agastache breviflora",0,1,0,0,0,0,0,0,0,0,0,0,0
"Agastache cana",0,1,0,1,0,0,0,0,0,0,0,0,1
"Agastache coccinea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agastache cusickii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Agastache eplingiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agastache foeniculum",1,1,1,0,1,0,0,0,0,1,1,1,0
"Agastache mearnsii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Agastache mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agastache micrantha",0,1,0,1,0,0,0,0,0,0,0,0,1
"Agastache nepetoides",0,0,1,1,1,1,0,0,0,0,1,0,0
"Agastache occidentalis",1,0,0,0,0,0,0,0,0,0,0,0,0
"Agastache pallida",0,1,0,0,0,0,0,0,0,0,0,0,1
"Agastache pallidiflora",0,1,0,1,0,0,0,0,0,0,0,0,1
"Agastache palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agastache parvifolia",0,1,0,0,0,0,0,0,0,0,0,0,0
"Agastache pringlei",0,1,0,0,0,0,0,0,0,0,0,0,1
"Agastache rupestris",0,1,0,0,0,0,0,0,0,0,0,0,0
"Agastache scrophulariifolia",0,0,1,1,1,1,0,0,0,0,1,0,0
"Agastache urticifolia",1,1,1,0,0,0,0,0,0,1,0,0,0
"Agastache wrightii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Agave abisaii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave aktites",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave alboaustralis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave albomarginata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave albopilosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave americana",0,0,0,1,0,0,0,0,0,0,0,0,1
"Agave amica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave andreae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave angustiarum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave angustifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave apedicellata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave applanata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave arcedianoensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave atrovirens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave attenuata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave aurea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave avellanidens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave bicolor",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave bovicornuta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave bracteosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave brunnea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave bulbulifera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave bulliana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave cerulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave chamelensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave chazaroi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave chiapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave chrysantha",0,1,0,0,0,0,0,0,0,0,0,0,0
"Agave chrysoglossa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave coetocapnia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave collina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave colorata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave confertiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave congesta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave convallis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave cupreata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave datylio",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave dealbata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave debilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave decipiens",0,0,0,0,0,1,0,0,0,0,0,0,0
"Agave delamateri",0,1,0,0,0,0,0,0,0,0,0,0,0
"Agave deserti",0,1,0,0,0,0,0,0,0,0,0,0,1
"Agave desmettiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave difformis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave doctorensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave dolichantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave durangensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agave eggersiana",0,0,0,0,0,0,0,0,1,0,0,0,0
